Date,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
2022-07-04,3363,50,Female,Handbag,Accessories,61,Tennessee,M,Gray,Summer,3,No,Credit Card,Next Day Air,No,No,48,Venmo,Fortnightly
2022-06-01,3364,58,Female,Sweater,Clothing,23,California,M,Turquoise,Winter,3,No,PayPal,Next Day Air,No,No,46,Bank Transfer,Bi-Weekly
2023-09-27,3365,50,Female,Scarf,Accessories,33,Oregon,M,Peach,Fall,3.2,No,Cash,Standard,No,No,7,Credit Card,Monthly
2022-06-23,3366,43,Female,Skirt,Clothing,58,Tennessee,L,Teal,Fall,3.9,No,Bank Transfer,Express,No,No,45,Credit Card,Every 3 Months
2022-01-26,3367,38,Female,Gloves,Accessories,65,North Carolina,M,Red,Spring,3.6,No,Venmo,2-Day Shipping,No,No,47,Debit Card,Quarterly
2022-01-26,3368,44,Female,T-shirt,Clothing,48,Tennessee,M,Blue,Summer,3.1,No,Credit Card,Store Pickup,No,No,6,Venmo,Fortnightly
2022-08-19,3369,30,Female,Sandals,Footwear,25,Nebraska,M,Blue,Spring,4.8,No,Cash,Express,No,No,29,Bank Transfer,Every 3 Months
2022-07-04,3370,47,Female,Sweater,Clothing,51,Maine,M,Indigo,Winter,3.8,No,Debit Card,2-Day Shipping,No,No,42,Cash,Monthly
2022-09-24,3371,30,Female,Belt,Accessories,31,Illinois,M,Charcoal,Summer,2.8,No,Venmo,Store Pickup,No,No,46,Cash,Fortnightly
2022-04-06,3372,49,Female,Hoodie,Clothing,99,Colorado,S,Turquoise,Winter,4,No,PayPal,Next Day Air,No,No,28,PayPal,Annually
2023-11-21,3373,56,Female,Socks,Clothing,25,Pennsylvania,M,Maroon,Winter,4.6,No,Credit Card,Free Shipping,No,No,14,Credit Card,Every 3 Months
2023-05-22,3374,70,Female,Sandals,Footwear,52,Minnesota,M,Purple,Spring,3.5,No,Debit Card,Store Pickup,No,No,12,Debit Card,Every 3 Months
2022-12-01,3375,22,Female,Blouse,Clothing,47,Nevada,S,Lavender,Spring,3.7,No,Debit Card,2-Day Shipping,No,No,41,Debit Card,Annually
2022-12-04,3376,51,Female,Boots,Footwear,98,Connecticut,XL,Yellow,Fall,4.9,No,Debit Card,Express,No,No,8,Credit Card,Annually
2023-12-08,3377,22,Female,Hat,Accessories,46,Ohio,M,Green,Winter,4.1,No,Credit Card,Store Pickup,No,No,24,Cash,Quarterly
2023-04-03,3378,37,Female,Shirt,Clothing,32,Kentucky,M,Yellow,Winter,4.6,No,Bank Transfer,Next Day Air,No,No,18,PayPal,Fortnightly
2023-04-05,3379,49,Female,Shorts,Clothing,75,Minnesota,L,Gold,Fall,4.5,No,PayPal,Next Day Air,No,No,6,Cash,Quarterly
2022-05-24,3380,61,Female,Handbag,Accessories,51,Tennessee,L,Turquoise,Summer,5,No,Debit Card,Store Pickup,No,No,40,Cash,Weekly
2023-12-23,3381,41,Female,Dress,Clothing,52,North Dakota,L,Blue,Summer,3.8,No,PayPal,Standard,No,No,6,PayPal,Every 3 Months
2023-07-28,3382,57,Female,Hat,Accessories,66,Minnesota,L,Turquoise,Winter,4.7,No,Bank Transfer,Standard,No,No,27,Credit Card,Quarterly
2023-08-18,3383,34,Female,Sweater,Clothing,35,Nebraska,M,Maroon,Spring,2.8,No,Bank Transfer,Express,No,No,2,Bank Transfer,Weekly
2023-01-15,3384,27,Female,Coat,Outerwear,43,Delaware,M,Pink,Fall,2.6,No,Credit Card,Next Day Air,No,No,39,Venmo,Bi-Weekly
2023-08-12,3385,39,Female,Hoodie,Clothing,24,Minnesota,L,Maroon,Summer,3.8,No,Credit Card,Free Shipping,No,No,9,Venmo,Quarterly
2022-02-03,3386,62,Female,Jewelry,Accessories,83,Rhode Island,M,Olive,Winter,2.8,No,PayPal,Standard,No,No,16,Credit Card,Every 3 Months
2023-03-19,3387,34,Female,T-shirt,Clothing,62,Michigan,M,Lavender,Fall,2.6,No,Debit Card,2-Day Shipping,No,No,36,Cash,Quarterly
2022-03-11,3388,53,Female,Pants,Clothing,78,New Jersey,S,Pink,Spring,3.4,No,Venmo,2-Day Shipping,No,No,2,Credit Card,Bi-Weekly
2022-02-11,3389,35,Female,Sweater,Clothing,61,South Dakota,M,Cyan,Spring,4.5,No,Venmo,Store Pickup,No,No,21,Credit Card,Weekly
2023-10-18,3390,38,Female,Pants,Clothing,57,North Carolina,L,Maroon,Fall,3.8,No,Credit Card,Free Shipping,No,No,39,Venmo,Annually
2023-08-13,3391,32,Female,Socks,Clothing,70,Oregon,S,Red,Summer,3,No,Credit Card,Next Day Air,No,No,38,PayPal,Annually
2022-07-18,3392,47,Female,Hoodie,Clothing,57,Montana,M,Silver,Fall,3.7,No,Cash,2-Day Shipping,No,No,6,Debit Card,Every 3 Months
2023-04-10,3393,53,Female,Scarf,Accessories,74,New Jersey,XL,Blue,Winter,4.4,No,Credit Card,Free Shipping,No,No,6,Venmo,Bi-Weekly
2022-06-09,3394,60,Female,Dress,Clothing,90,Arizona,M,Gold,Fall,3.1,No,PayPal,Next Day Air,No,No,50,Debit Card,Monthly
2023-03-10,3395,31,Female,Sandals,Footwear,98,Vermont,S,Yellow,Spring,4.2,No,Cash,Store Pickup,No,No,9,PayPal,Annually
2023-01-15,3396,44,Female,Dress,Clothing,43,Colorado,M,Silver,Winter,3.1,No,Debit Card,Free Shipping,No,No,15,Debit Card,Every 3 Months
2023-11-27,3397,29,Female,Pants,Clothing,37,Tennessee,XL,Black,Winter,5,No,PayPal,Next Day Air,No,No,5,PayPal,Quarterly
2022-11-25,3398,19,Female,Blouse,Clothing,38,New Jersey,L,Yellow,Summer,2.7,No,Bank Transfer,Standard,No,No,13,Bank Transfer,Bi-Weekly
2022-01-28,3399,54,Female,Jeans,Clothing,60,Montana,L,Pink,Winter,3.8,No,Cash,Standard,No,No,44,Cash,Fortnightly
2023-06-16,3400,40,Female,Pants,Clothing,55,Montana,XL,Yellow,Winter,3.3,No,Debit Card,Standard,No,No,36,Debit Card,Annually
2022-01-23,3401,39,Female,Sunglasses,Accessories,51,Nevada,M,Lavender,Fall,4.8,No,Debit Card,Free Shipping,No,No,18,Venmo,Fortnightly
2022-09-05,3402,44,Female,Backpack,Accessories,71,Nevada,L,Peach,Winter,3.4,No,Venmo,Standard,No,No,39,Credit Card,Weekly
2022-10-05,3403,22,Female,Hoodie,Clothing,61,Louisiana,M,Black,Spring,4.4,No,Venmo,2-Day Shipping,No,No,11,PayPal,Every 3 Months
2023-12-04,3404,30,Female,Boots,Footwear,65,Illinois,M,Olive,Summer,3.9,No,Credit Card,Standard,No,No,1,Cash,Bi-Weekly
2023-11-22,3405,69,Female,Gloves,Accessories,34,South Carolina,L,Olive,Fall,3.9,No,Cash,2-Day Shipping,No,No,34,Credit Card,Annually
2023-08-23,3406,28,Female,Blouse,Clothing,87,Washington,M,White,Summer,4.2,No,Venmo,Store Pickup,No,No,47,Bank Transfer,Bi-Weekly
2022-11-09,3407,57,Female,Sweater,Clothing,79,Nebraska,M,Red,Spring,4,No,Venmo,Store Pickup,No,No,24,Venmo,Quarterly
2023-08-29,3408,46,Female,Dress,Clothing,46,Alabama,S,Purple,Spring,2.6,No,Bank Transfer,Store Pickup,No,No,20,Cash,Quarterly
2023-10-31,3409,48,Female,Socks,Clothing,72,Montana,L,Purple,Summer,4.4,No,PayPal,Standard,No,No,11,Bank Transfer,Annually
2023-03-07,3410,24,Female,Shirt,Clothing,93,Minnesota,M,Teal,Summer,3.2,No,PayPal,Next Day Air,No,No,3,Credit Card,Every 3 Months
2022-06-11,3411,50,Female,Sandals,Footwear,76,Ohio,L,Teal,Summer,4.3,No,PayPal,Free Shipping,No,No,38,Bank Transfer,Bi-Weekly
2022-06-06,3412,29,Female,Shoes,Footwear,56,New York,L,Gray,Winter,4.9,No,Venmo,2-Day Shipping,No,No,45,Cash,Weekly
2022-05-18,3413,61,Female,Sandals,Footwear,83,Indiana,M,Magenta,Fall,3.8,No,Credit Card,Store Pickup,No,No,31,Venmo,Quarterly
2023-01-05,3414,34,Female,Gloves,Accessories,90,Delaware,XL,Black,Winter,2.5,No,Cash,Express,No,No,16,PayPal,Bi-Weekly
2022-09-25,3415,27,Female,Boots,Footwear,94,Connecticut,M,Maroon,Spring,4.9,No,Venmo,Next Day Air,No,No,3,Bank Transfer,Quarterly
2023-02-19,3416,38,Female,Blouse,Clothing,68,New York,M,Gold,Fall,3,No,Credit Card,2-Day Shipping,No,No,15,Bank Transfer,Annually
2023-03-20,3417,25,Female,Sandals,Footwear,53,Alabama,M,Purple,Spring,3.2,No,PayPal,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
2022-09-16,3418,54,Female,Coat,Outerwear,35,Massachusetts,M,Blue,Summer,2.9,No,PayPal,2-Day Shipping,No,No,22,Debit Card,Fortnightly
2023-09-18,3419,53,Female,Jacket,Outerwear,30,South Carolina,M,Beige,Summer,2.8,No,Cash,Free Shipping,No,No,35,Debit Card,Annually
2022-01-24,3420,23,Female,Jewelry,Accessories,26,West Virginia,L,Indigo,Winter,3.1,No,Venmo,Store Pickup,No,No,5,Venmo,Bi-Weekly
2023-05-31,3421,19,Female,Hat,Accessories,60,Kentucky,M,Purple,Winter,3.4,No,Debit Card,Express,No,No,35,PayPal,Bi-Weekly
2023-09-10,3422,57,Female,Shoes,Footwear,30,New Jersey,M,Maroon,Summer,2.9,No,PayPal,Free Shipping,No,No,27,PayPal,Weekly
2022-11-20,3423,19,Female,Coat,Outerwear,91,New York,L,Beige,Winter,3.2,No,Credit Card,Next Day Air,No,No,9,Venmo,Monthly
2022-06-06,3424,33,Female,Boots,Footwear,71,Massachusetts,M,Brown,Spring,3.8,No,Venmo,Next Day Air,No,No,21,PayPal,Bi-Weekly
2022-03-12,3425,33,Female,Scarf,Accessories,64,Florida,L,Green,Summer,3.6,No,Venmo,2-Day Shipping,No,No,23,Credit Card,Monthly
2022-02-12,3426,38,Female,Hat,Accessories,54,Michigan,M,Blue,Summer,4.3,No,Bank Transfer,Next Day Air,No,No,3,Debit Card,Bi-Weekly
2022-04-19,3427,47,Female,Socks,Clothing,35,Oregon,XL,Magenta,Fall,4.8,No,PayPal,2-Day Shipping,No,No,31,Credit Card,Annually
2023-10-22,3428,39,Female,T-shirt,Clothing,38,Michigan,XL,Turquoise,Winter,2.5,No,Bank Transfer,Store Pickup,No,No,44,Cash,Annually
2022-10-17,3429,32,Female,Jewelry,Accessories,69,Washington,M,Gray,Fall,2.5,No,Debit Card,Next Day Air,No,No,20,Venmo,Monthly
2023-01-19,3430,27,Female,Skirt,Clothing,96,Alaska,S,Purple,Winter,4.6,No,Debit Card,Express,No,No,34,Debit Card,Weekly
2022-11-17,3431,67,Female,Socks,Clothing,73,Montana,M,Lavender,Winter,4.2,No,Credit Card,Next Day Air,No,No,17,Bank Transfer,Every 3 Months
2023-05-31,3432,46,Female,Belt,Accessories,49,New Mexico,S,Green,Summer,4.2,No,Cash,Express,No,No,20,Venmo,Annually
2022-04-07,3433,36,Female,Boots,Footwear,44,Connecticut,M,Gray,Summer,4.8,No,Credit Card,2-Day Shipping,No,No,46,PayPal,Every 3 Months
2023-11-07,3434,62,Female,Socks,Clothing,93,Alaska,M,Yellow,Spring,4.5,No,Cash,Free Shipping,No,No,28,PayPal,Annually
2022-07-27,3435,31,Female,Pants,Clothing,72,Ohio,S,Orange,Summer,3.3,No,PayPal,2-Day Shipping,No,No,6,Venmo,Fortnightly
2022-10-04,3436,68,Female,Socks,Clothing,91,Montana,M,Beige,Summer,2.7,No,Debit Card,2-Day Shipping,No,No,50,Debit Card,Bi-Weekly
2023-02-10,3437,57,Female,Belt,Accessories,83,Nebraska,L,Peach,Winter,2.8,No,Venmo,2-Day Shipping,No,No,41,Bank Transfer,Monthly
2023-08-20,3438,22,Female,Jacket,Outerwear,62,Oklahoma,S,Green,Winter,3.5,No,Venmo,2-Day Shipping,No,No,50,PayPal,Annually
2023-05-22,3439,26,Female,Shirt,Clothing,71,Kentucky,M,Violet,Fall,3,No,Debit Card,Store Pickup,No,No,33,Credit Card,Monthly
2022-07-14,3440,43,Female,Gloves,Accessories,93,Idaho,M,Gray,Summer,4.5,No,Cash,Express,No,No,25,Venmo,Quarterly
2022-03-22,3441,45,Female,Handbag,Accessories,63,Maryland,L,Magenta,Fall,4.3,No,Credit Card,2-Day Shipping,No,No,2,PayPal,Weekly
2023-02-04,3442,64,Female,Sweater,Clothing,96,Tennessee,XL,Charcoal,Fall,4.1,No,Debit Card,Standard,No,No,15,Credit Card,Annually
2022-03-02,3443,28,Female,Skirt,Clothing,78,Michigan,M,Violet,Spring,4.3,No,Venmo,Next Day Air,No,No,12,PayPal,Weekly
2023-10-18,3444,47,Female,Dress,Clothing,24,Tennessee,L,Silver,Summer,5,No,PayPal,Free Shipping,No,No,28,Cash,Bi-Weekly
2022-02-27,3445,53,Female,Pants,Clothing,63,Rhode Island,S,Green,Summer,3.8,No,Cash,2-Day Shipping,No,No,12,Bank Transfer,Bi-Weekly
2023-03-28,3446,42,Female,Hat,Accessories,58,Florida,M,Magenta,Fall,4.9,No,Venmo,Standard,No,No,3,Debit Card,Annually
2023-06-07,3447,51,Female,Boots,Footwear,55,Louisiana,S,Purple,Spring,5,No,Debit Card,2-Day Shipping,No,No,20,Cash,Weekly
2023-07-09,3448,62,Female,Sandals,Footwear,58,Arkansas,M,Blue,Fall,4.3,No,Debit Card,Express,No,No,3,Bank Transfer,Bi-Weekly
2022-07-15,3449,18,Female,Coat,Outerwear,28,Kentucky,S,Yellow,Winter,4.1,No,PayPal,Express,No,No,32,Bank Transfer,Fortnightly
2023-02-05,3450,48,Female,Blouse,Clothing,37,Kansas,M,Brown,Spring,4.5,No,PayPal,Standard,No,No,35,Cash,Monthly
2023-01-16,3451,20,Female,Shorts,Clothing,78,Vermont,M,Pink,Spring,3.6,No,PayPal,Store Pickup,No,No,31,PayPal,Monthly
2022-06-04,3452,32,Female,Blouse,Clothing,73,Nevada,XL,Silver,Fall,3,No,Bank Transfer,Free Shipping,No,No,13,Credit Card,Annually
2022-01-05,3453,26,Female,Jacket,Outerwear,20,Oklahoma,M,Indigo,Spring,3.7,No,Credit Card,Next Day Air,No,No,3,Venmo,Fortnightly
2022-12-11,3454,31,Female,Shirt,Clothing,60,Alabama,L,Pink,Winter,4.3,No,Venmo,Standard,No,No,48,Venmo,Bi-Weekly
2023-02-01,3455,55,Female,Handbag,Accessories,71,Louisiana,S,Lavender,Fall,4.6,No,Cash,Store Pickup,No,No,15,PayPal,Bi-Weekly
2023-03-30,3456,49,Female,T-shirt,Clothing,89,Ohio,M,Orange,Fall,4.7,No,Bank Transfer,Standard,No,No,13,Venmo,Annually
2022-01-22,3457,42,Female,Hoodie,Clothing,53,Texas,M,Red,Fall,4.6,No,Bank Transfer,Express,No,No,21,Venmo,Monthly
2023-11-17,3458,64,Female,Jewelry,Accessories,87,Maryland,M,Gray,Summer,3,No,Bank Transfer,Express,No,No,29,Cash,Fortnightly
2023-04-24,3459,68,Female,Jewelry,Accessories,37,West Virginia,L,Violet,Spring,3.4,No,PayPal,Standard,No,No,24,Venmo,Quarterly
2023-01-26,3460,68,Female,Hoodie,Clothing,37,Ohio,L,Green,Fall,3.8,No,Venmo,Express,No,No,21,PayPal,Annually
2022-02-07,3461,41,Female,Scarf,Accessories,78,Indiana,M,Gold,Spring,3.1,No,Credit Card,Express,No,No,5,Bank Transfer,Bi-Weekly
2023-02-02,3462,51,Female,Shoes,Footwear,23,Wyoming,S,Maroon,Spring,4.4,No,Venmo,Standard,No,No,47,Cash,Quarterly
2022-07-11,3463,44,Female,Jeans,Clothing,73,Michigan,L,Olive,Spring,4.5,No,Bank Transfer,Standard,No,No,34,Credit Card,Every 3 Months
2022-07-08,3464,27,Female,Jewelry,Accessories,27,Maine,M,Yellow,Fall,2.8,No,Debit Card,2-Day Shipping,No,No,45,PayPal,Fortnightly
2022-04-12,3465,36,Female,Coat,Outerwear,59,Utah,S,Peach,Winter,2.7,No,Debit Card,Next Day Air,No,No,12,PayPal,Annually
2022-05-31,3466,19,Female,Backpack,Accessories,53,Iowa,M,Gold,Spring,3.4,No,Bank Transfer,Standard,No,No,31,Debit Card,Weekly
2022-10-28,3467,49,Female,Socks,Clothing,42,Maryland,S,Purple,Summer,4.6,No,Debit Card,Standard,No,No,43,Bank Transfer,Annually
2022-07-05,3468,18,Female,Scarf,Accessories,45,Texas,M,Charcoal,Fall,5,No,Bank Transfer,Next Day Air,No,No,5,Credit Card,Annually
2022-09-01,3469,36,Female,Sunglasses,Accessories,89,Ohio,S,Indigo,Winter,3.5,No,Credit Card,Standard,No,No,36,Debit Card,Quarterly
2023-06-08,3470,36,Female,Socks,Clothing,85,North Dakota,L,Magenta,Fall,3.3,No,Bank Transfer,Store Pickup,No,No,12,Cash,Annually
2022-01-24,3471,19,Female,Coat,Outerwear,69,West Virginia,S,Olive,Summer,4.5,No,Cash,Free Shipping,No,No,31,Cash,Bi-Weekly
2022-10-16,3472,43,Female,Sandals,Footwear,66,North Carolina,S,Blue,Spring,3.1,No,Cash,Store Pickup,No,No,31,Cash,Bi-Weekly
2023-11-19,3473,31,Female,Blouse,Clothing,42,Georgia,S,White,Summer,4,No,Bank Transfer,Free Shipping,No,No,15,Debit Card,Weekly
2022-05-28,3474,63,Female,Dress,Clothing,40,Kansas,M,Cyan,Spring,2.5,No,Credit Card,Express,No,No,11,Cash,Weekly
2023-01-27,3475,41,Female,Pants,Clothing,82,Maine,M,Cyan,Winter,4.4,No,PayPal,Store Pickup,No,No,18,Venmo,Monthly
2022-05-27,3476,48,Female,Sneakers,Footwear,88,South Carolina,M,Orange,Spring,4.4,No,Debit Card,Express,No,No,9,Cash,Quarterly
2023-11-21,3477,68,Female,Boots,Footwear,99,South Carolina,XL,Orange,Summer,3.2,No,Credit Card,Free Shipping,No,No,11,Cash,Weekly
2022-10-01,3478,53,Female,Handbag,Accessories,85,Kentucky,S,Teal,Spring,3.8,No,PayPal,Store Pickup,No,No,38,Debit Card,Bi-Weekly
2023-10-13,3479,36,Female,Handbag,Accessories,57,Arizona,M,Magenta,Fall,4.6,No,PayPal,Store Pickup,No,No,42,PayPal,Quarterly
2023-08-01,3480,46,Female,Sweater,Clothing,56,New York,S,Orange,Summer,4.9,No,PayPal,Standard,No,No,41,Cash,Monthly
2022-01-13,3481,21,Female,Sandals,Footwear,79,New Hampshire,L,Peach,Winter,3.5,No,Cash,Free Shipping,No,No,45,PayPal,Monthly
2022-09-04,3482,52,Female,Socks,Clothing,67,Ohio,S,Maroon,Summer,3.4,No,Credit Card,Store Pickup,No,No,41,Debit Card,Bi-Weekly
2022-07-06,3483,66,Female,Gloves,Accessories,61,Hawaii,M,Gold,Winter,3.9,No,Venmo,Next Day Air,No,No,35,Debit Card,Weekly
2022-09-28,3484,19,Female,Hoodie,Clothing,37,Texas,L,White,Winter,3.9,No,Venmo,Express,No,No,21,Credit Card,Every 3 Months
2023-05-21,3485,44,Female,Dress,Clothing,75,Illinois,L,Gray,Fall,4.2,No,Debit Card,Free Shipping,No,No,13,Credit Card,Bi-Weekly
2023-10-18,3486,50,Female,Shirt,Clothing,21,Massachusetts,XL,Brown,Winter,3.4,No,Debit Card,Standard,No,No,23,Debit Card,Fortnightly
2023-12-19,3487,51,Female,Shorts,Clothing,89,North Carolina,L,Charcoal,Winter,4.9,No,Debit Card,Standard,No,No,6,PayPal,Weekly
2023-08-30,3488,25,Female,Sandals,Footwear,24,West Virginia,L,Beige,Fall,2.9,No,Debit Card,Store Pickup,No,No,39,Bank Transfer,Annually
2022-12-01,3489,62,Female,Sweater,Clothing,27,Delaware,XL,Teal,Spring,4.9,No,Cash,Store Pickup,No,No,7,Cash,Quarterly
2023-10-29,3490,48,Female,Dress,Clothing,26,Idaho,L,Black,Summer,4.6,No,Bank Transfer,2-Day Shipping,No,No,32,PayPal,Every 3 Months
2023-02-06,3491,62,Female,Boots,Footwear,82,Oregon,M,Violet,Spring,3.6,No,Venmo,Store Pickup,No,No,43,Credit Card,Quarterly
2023-12-17,3492,22,Female,Pants,Clothing,28,Maine,M,Orange,Winter,4.3,No,Bank Transfer,Express,No,No,15,Cash,Monthly
2023-05-22,3493,48,Female,Gloves,Accessories,65,South Dakota,M,Turquoise,Fall,4.6,No,PayPal,Standard,No,No,48,Bank Transfer,Annually
2022-02-16,3494,48,Female,Pants,Clothing,82,New Mexico,XL,Black,Winter,4.7,No,Cash,Store Pickup,No,No,35,Credit Card,Weekly
2023-09-01,3495,62,Female,Scarf,Accessories,38,Washington,M,Silver,Winter,3.5,No,Credit Card,Free Shipping,No,No,41,PayPal,Quarterly
2022-08-31,3496,24,Female,Shorts,Clothing,33,Georgia,XL,Gray,Spring,2.8,No,Debit Card,Free Shipping,No,No,14,Cash,Weekly
2023-12-20,3497,39,Female,Shoes,Footwear,38,Idaho,M,Pink,Summer,4,No,Cash,Free Shipping,No,No,22,PayPal,Monthly
2023-10-19,3498,35,Female,Handbag,Accessories,48,Colorado,M,Red,Spring,4.3,No,PayPal,Store Pickup,No,No,16,Venmo,Every 3 Months
2022-04-06,3499,47,Female,Sandals,Footwear,35,Kentucky,M,Lavender,Summer,3.8,No,PayPal,Standard,No,No,2,Bank Transfer,Bi-Weekly
2023-06-25,3500,22,Female,Socks,Clothing,29,New Jersey,L,Indigo,Fall,3,No,Bank Transfer,Next Day Air,No,No,13,PayPal,Every 3 Months
2022-08-07,3501,38,Female,Shirt,Clothing,48,Oregon,S,Silver,Fall,4.6,No,Credit Card,Next Day Air,No,No,38,Debit Card,Fortnightly
2022-12-29,3502,53,Female,Shoes,Footwear,87,Nebraska,M,Silver,Fall,4.8,No,Bank Transfer,Standard,No,No,43,Bank Transfer,Weekly
2023-12-13,3503,31,Female,Backpack,Accessories,62,Massachusetts,M,Green,Fall,4.7,No,Bank Transfer,Next Day Air,No,No,26,Bank Transfer,Quarterly
2023-09-20,3504,31,Female,Shirt,Clothing,96,Nebraska,M,Pink,Spring,3.9,No,Cash,Free Shipping,No,No,39,Cash,Weekly
2023-01-11,3505,65,Female,Handbag,Accessories,41,Hawaii,S,Violet,Fall,4,No,Bank Transfer,Next Day Air,No,No,50,Venmo,Monthly
2022-01-03,3506,48,Female,Jewelry,Accessories,42,Indiana,L,Red,Winter,3.7,No,Cash,2-Day Shipping,No,No,40,Bank Transfer,Every 3 Months
2022-02-17,3507,18,Female,Shirt,Clothing,57,Illinois,L,Olive,Winter,3.7,No,Venmo,2-Day Shipping,No,No,12,Cash,Fortnightly
2022-09-22,3508,46,Female,Handbag,Accessories,65,Colorado,S,Purple,Spring,4.2,No,Bank Transfer,Store Pickup,No,No,33,Credit Card,Every 3 Months
2022-04-22,3509,52,Female,Pants,Clothing,54,Pennsylvania,M,Gray,Fall,4.7,No,Venmo,Standard,No,No,49,Bank Transfer,Weekly
2022-01-05,3510,50,Female,T-shirt,Clothing,22,Ohio,L,Brown,Winter,4.3,No,Cash,Next Day Air,No,No,43,Venmo,Bi-Weekly
2022-10-07,3511,49,Female,Sneakers,Footwear,96,Pennsylvania,S,Orange,Fall,4.9,No,Credit Card,2-Day Shipping,No,No,14,Venmo,Monthly
2023-05-17,3512,69,Female,Jewelry,Accessories,81,Mississippi,M,Blue,Summer,3.9,No,Venmo,2-Day Shipping,No,No,21,Credit Card,Every 3 Months
2022-11-26,3513,36,Female,Shirt,Clothing,46,Kentucky,M,White,Fall,3.4,No,Bank Transfer,Free Shipping,No,No,31,Debit Card,Quarterly
2023-01-24,3514,30,Female,Blouse,Clothing,74,Alaska,XL,Charcoal,Spring,4.2,No,Bank Transfer,Store Pickup,No,No,29,Credit Card,Fortnightly
2023-11-15,3515,25,Female,Sneakers,Footwear,50,Georgia,XL,Gray,Winter,4.7,No,Venmo,Express,No,No,32,Cash,Monthly
2022-03-02,3516,19,Female,Dress,Clothing,80,South Dakota,XL,Charcoal,Winter,4,No,PayPal,Next Day Air,No,No,16,Debit Card,Bi-Weekly
2022-05-13,3517,34,Female,Boots,Footwear,56,South Carolina,S,White,Summer,4,No,Venmo,Free Shipping,No,No,38,PayPal,Bi-Weekly
2022-08-01,3518,29,Female,Skirt,Clothing,69,Tennessee,M,Orange,Winter,3.1,No,Debit Card,Next Day Air,No,No,34,Debit Card,Every 3 Months
2023-06-05,3519,50,Female,Shirt,Clothing,97,Colorado,M,Black,Spring,4.2,No,Bank Transfer,Standard,No,No,30,PayPal,Quarterly
2022-12-29,3520,31,Female,Shorts,Clothing,66,Wisconsin,M,White,Winter,3.7,No,Credit Card,Next Day Air,No,No,14,Bank Transfer,Fortnightly
2023-04-27,3521,41,Female,Hat,Accessories,70,Georgia,S,Brown,Spring,3.1,No,PayPal,Express,No,No,33,Bank Transfer,Monthly
2023-05-26,3522,52,Female,Shoes,Footwear,50,Maryland,M,Pink,Winter,3.7,No,Credit Card,Store Pickup,No,No,35,Venmo,Weekly
2023-10-17,3523,27,Female,Pants,Clothing,85,New Jersey,M,Yellow,Spring,3.2,No,Bank Transfer,Store Pickup,No,No,13,Cash,Quarterly
2022-12-30,3524,49,Female,Backpack,Accessories,59,Nevada,M,Cyan,Summer,2.8,No,PayPal,Standard,No,No,30,Cash,Fortnightly
2022-12-30,3525,69,Female,Pants,Clothing,74,Michigan,L,Silver,Summer,2.9,No,Credit Card,Free Shipping,No,No,30,Credit Card,Monthly
2023-10-24,3526,45,Female,Sunglasses,Accessories,38,Wyoming,L,Olive,Winter,3.5,No,PayPal,Standard,No,No,47,Bank Transfer,Annually
2022-12-12,3527,20,Female,Sweater,Clothing,99,Massachusetts,M,Olive,Spring,3.8,No,PayPal,Express,No,No,1,PayPal,Every 3 Months
2022-09-15,3528,25,Female,Blouse,Clothing,97,Washington,S,Charcoal,Spring,4.7,No,Cash,Free Shipping,No,No,1,Cash,Weekly
2022-03-13,3529,38,Female,Scarf,Accessories,67,Maine,L,Gray,Summer,4.5,No,Cash,Free Shipping,No,No,33,PayPal,Annually
2023-01-12,3530,55,Female,T-shirt,Clothing,20,Montana,S,Maroon,Winter,3.9,No,Credit Card,Next Day Air,No,No,43,Bank Transfer,Weekly
2023-01-06,3531,62,Female,Sunglasses,Accessories,45,Oklahoma,L,Black,Spring,3.4,No,Bank Transfer,Express,No,No,37,PayPal,Weekly
2022-07-26,3532,54,Female,Shoes,Footwear,52,North Dakota,XL,Violet,Winter,4.6,No,Credit Card,2-Day Shipping,No,No,23,Cash,Quarterly
2023-02-20,3533,61,Female,Pants,Clothing,68,Connecticut,L,Indigo,Fall,4.6,No,Credit Card,Standard,No,No,12,Credit Card,Annually
2022-09-27,3534,50,Female,Sneakers,Footwear,98,Texas,L,Yellow,Fall,4.7,No,Venmo,Standard,No,No,30,Venmo,Fortnightly
2023-03-28,3535,65,Female,Shoes,Footwear,83,Delaware,M,Gray,Fall,3.2,No,Venmo,Express,No,No,7,Cash,Weekly
2023-03-06,3536,68,Female,Shorts,Clothing,51,Mississippi,M,Red,Summer,5,No,Bank Transfer,Express,No,No,20,Debit Card,Monthly
2022-12-06,3537,55,Female,Handbag,Accessories,21,Minnesota,L,Peach,Spring,4.5,No,Venmo,Express,No,No,10,Venmo,Monthly
2022-09-19,3538,57,Female,Handbag,Accessories,92,Georgia,M,Gray,Spring,3.5,No,Venmo,Standard,No,No,40,Credit Card,Every 3 Months
2022-07-25,3539,56,Female,Shoes,Footwear,63,Iowa,S,White,Spring,4.5,No,Venmo,Store Pickup,No,No,21,Venmo,Monthly
